0,151,40578,15
0,0,1205,6
0,2,734,6
0,150,39766,15
0,1,38626,15
0,151,40744,15
0,1,1652,6
0,2,468,6
0,1,39700,15
0,151,40613,15
0,2,501,6
0,1,567,6
0,3,1380,6
0,1,720,6
0,1,39949,15
0,1,1135,6
0,150,39184,15
0,150,40826,15
0,150,39600,15
0,3,745,6
0,1,434,6
0,150,39061,15
0,151,39726,15
0,1,1371,6
0,150,40435,15
0,1,961,6
0,2,1602,6
0,1,1104,6
0,150,38657,15
0,151,38539,15
0,1,369,6
0,1,117,6
0,150,40120,15
0,2,1167,6
0,1,40498,15
0,151,39646,15
0,0,736,6
0,1,785,6
0,3,891,6
0,1,84,6
0,3,1015,6
0,0,1117,6
0,3,89,6
1,4,2691,18
1,4,1837,18
1,4,2032,18
1,5,2456,18
1,4,2574,18
1,4,1833,18
1,4,2285,18
1,4,2746,18
1,6,2883,18
1,5,3486,18
1,5,1909,18
1,4,3027,18
1,4,2969,18
1,4,3664,18
1,6,2936,18
1,6,3991,18
1,6,2995,18
1,4,3324,18
1,6,2075,18
1,4,3221,18
1,6,3573,18
1,4,2250,18
1,6,2626,18
1,5,1811,18
1,5,2002,18
1,4,3463,18
1,5,2372,18
2,174,47505,17
2,68,24681,22
2,174,50233,17
2,175,49461,17
2,175,49325,17
2,70,24881,22
2,7,3802,18
2,69,23187,22
2,174,47941,17
2,8,4821,18
2,175,47903,17
2,7,4596,18
2,70,22429,22
2,70,21435,22
2,69,21913,22
2,174,48197,17
2,174,49385,17
2,8,4963,18
2,69,24471,22
2,174,48461,17
2,70,22433,22
2,174,48925,17
2,69,22939,22
2,7,3213,18
2,175,50149,17
2,68,23990,22
2,69,24623,22
2,175,48804,17
2,7,3730,18
2,8,4321,18
2,7,2578,18
2,174,48105,17
2,68,23879,22
2,173,49799,17
2,175,49209,17
2,68,24798,22
2,8,5154,18
2,69,24560,22
2,68,21833,22
3,10,4515,18
3,9,2523,18
3,10,4283,18
3,9,4871,18
3,9,2213,18
3,10,5145,18
3,9,2238,18
3,9,3012,18
3,10,2292,18
3,10,2780,18
3,10,2397,18
3,9,5557,18
4,11,37978,13
4,12,4447,18
4,11,5427,18
4,11,2873,18
4,11,2757,18
4,11,3122,18
4,12,4356,18
4,12,37929,13
4,11,36117,13
4,11,37384,13
4,11,3497,18
4,12,36464,13
4,11,5336,18
4,12,37987,13
4,11,3790,18
4,12,3936,18
4,11,36411,13
4,11,3673,18
4,11,4567,18
4,11,2488,18
4,11,3105,18
4,12,4971,18
4,11,2485,18
4,12,4173,18
4,12,36243,13
5,13,5367,18
5,13,2740,18
5,13,5299,18
5,13,4373,18
5,13,4360,18
5,13,2981,18
5,13,5444,18
5,13,4586,18
6,14,6314,7
6,16,5993,7
6,14,6388,7
6,16,6944,7
6,15,6794,7
6,148,38640,15
6,14,6143,7
6,15,6035,7
6,14,7385,7
6,16,6334,7
6,148,39981,15
6,148,39381,15
6,149,39837,15
6,15,6818,7
6,16,6703,7
6,16,5827,7
6,16,7341,7
6,149,40029,15
6,16,6135,7
6,149,39899,15
6,15,6099,7
6,15,6684,7
6,148,39262,15
6,14,6542,7
7,19,8675,7
7,18,8754,7
7,19,8512,7
7,18,7472,7
7,19,7112,7
7,17,7794,7
7,18,7691,7
7,19,7806,7
7,19,7870,7
7,18,7760,7
7,17,6787,7
7,17,8839,7
7,18,7119,7
8,20,8553,7
8,20,5856,7
8,20,8315,7
9,23,8575,7
9,23,6078,7
9,23,8588,7
9,23,7922,7
9,23,10187,7
9,23,10049,7
9,21,9859,7
9,22,7230,7
9,23,8238,7
9,22,9724,7
9,22,10212,7
9,21,9170,7
9,22,9625,7
9,21,7589,7
9,23,10205,7
9,22,6615,7
9,21,6593,7
9,22,9073,7
9,23,8285,7
9,21,9760,7
10,143,35459,12
10,143,34101,12
10,25,7954,7
10,145,35913,12
10,143,34627,12
10,25,9004,7
10,140,35139,12
10,26,6454,7
10,140,33687,12
10,142,34550,12
10,24,9627,7
10,144,36016,12
10,141,35853,12
10,27,9232,7
10,142,35574,12
10,141,34429,12
10,25,10540,7
10,141,34721,12
10,143,35734,12
10,143,34251,12
10,140,35353,12
10,25,7945,7
10,145,33803,12
10,145,35736,12
10,145,36024,12
10,143,33801,12
10,27,10676,7
10,143,35099,12
10,140,35274,12
10,25,8752,7
10,143,34093,12
10,24,6449,7
10,24,6769,7
10,141,35016,12
10,144,33554,12
10,144,33988,12
10,26,10585,7
10,145,35163,12
10,24,10554,7
10,27,10287,7
10,143,35303,12
10,140,35918,12
10,140,35798,12
10,145,35242,12
10,24,8752,7
10,145,34634,12
10,144,33676,12
10,140,35259,12
10,143,35219,12
10,27,10625,7
10,142,33258,12
10,24,7733,7
10,26,10890,7
10,27,7772,7
10,141,35559,12
10,26,10122,7
10,27,9767,7
10,26,10760,7
