0,151,40578,15
0,0,1205,6
0,2,734,6
0,150,39766,15
0,1,38626,15
0,151,40744,15
0,1,1652,6
0,2,468,6
0,1,39700,15
0,151,40613,15
0,2,501,6
0,1,567,6
0,3,1380,6
0,1,720,6
0,1,39949,15
0,1,1135,6
0,150,39184,15
0,150,40826,15
0,150,39600,15
0,3,745,6
0,1,434,6
0,150,39061,15
0,151,39726,15
0,1,1371,6
0,150,40435,15
0,1,961,6
0,2,1602,6
0,1,1104,6
0,150,38657,15
0,151,38539,15
0,1,369,6
0,1,117,6
0,150,40120,15
0,2,1167,6
0,1,40498,15
0,151,39646,15
0,0,736,6
0,1,785,6
0,3,891,6
0,1,84,6
0,3,1015,6
0,0,1117,6
0,3,89,6
1,4,2691,18
1,4,1837,18
1,4,2032,18
1,5,2456,18
1,4,2574,18
1,4,1833,18
1,4,2285,18
1,4,2746,18
1,6,2883,18
1,5,3486,18
1,5,1909,18
1,4,3027,18
1,4,2969,18
1,4,3664,18
1,6,2936,18
1,6,3991,18
1,6,2995,18
1,4,3324,18
1,6,2075,18
1,4,3221,18
1,6,3573,18
1,4,2250,18
1,6,2626,18
1,5,1811,18
1,5,2002,18
1,4,3463,18
1,5,2372,18
2,174,47505,17
2,68,24681,22
2,174,50233,17
2,175,49461,17
2,175,49325,17
2,70,24881,22
2,7,3802,18
2,69,23187,22
2,174,47941,17
2,8,4821,18
2,175,47903,17
2,7,4596,18
2,70,22429,22
2,70,21435,22
2,69,21913,22
2,174,48197,17
2,174,49385,17
2,8,4963,18
2,69,24471,22
2,174,48461,17
2,70,22433,22
2,174,48925,17
2,69,22939,22
2,7,3213,18
2,175,50149,17
2,68,23990,22
2,69,24623,22
2,175,48804,17
2,7,3730,18
2,8,4321,18
2,7,2578,18
2,174,48105,17
2,68,23879,22
2,173,49799,17
2,175,49209,17
2,68,24798,22
2,8,5154,18
2,69,24560,22
2,68,21833,22
3,10,4515,18
3,9,2523,18
3,10,4283,18
3,9,4871,18
3,9,2213,18
3,10,5145,18
3,9,2238,18
3,9,3012,18
3,10,2292,18
3,10,2780,18
3,10,2397,18
3,9,5557,18
