-2.0431,-1.2257,-0.38496,2.8269,2.9561,3.5594,3.5228,-1.5304,-1.4589,-1.7014,-1.613,-1.5069,-1.548,-1.826,-1.5634,-1.3596,-0.38881,0.15621,0.2874,0.14972,-0.010102,0.22149,0.44231,0.47392,0.56331,0.4397,0.41692,1.0791,1.1088,0.82843,0.8487,1.4021,0.71623,1.5618,2.7138,2.422,1.5639,1.9307,1.507,1.4168,1.3424,1.5072,0.99303,0.88138,0.63266,1.5704,1.2563,1.3554,0.86386,1.3289,1.1009,0.39336,1.0909,1.3646,1.9571,1.5149,1.0444,1.3175,1.4089,0.6167,0.68479,0.069301,-0.20854,0.092741,0.048772,0.16674,-0.26904,-0.065726,0.18266,0.21342,-0.15954,0.12834,0.86677,0.22459,0.5425,0.45004,0.54848,0.46014,0.53404,0.068886,0.32357,0.46812,-0.039793,0.52856,0.69465,-0.30809,0.14385,0.53164,0.012488,-0.15335,0.14645,0.48214,0.45855,-0.2597,-0.11826,0.37775,-0.10867,0.11905,0.075011,0.37901
-2.0317,-1.2387,-0.28132,0.39354,0.60088,-0.18784,0.4263,-0.8868,-0.86077,-0.90358,-1.0603,-1.2846,-1.4606,-1.9061,-2.1483,-2.4381,-2.6624,-2.6987,-2.6398,-2.6984,-2.6254,-2.5693,-2.6704,-2.7534,-2.7155,-2.5463,-2.4198,-2.5661,-2.8279,-2.8216,-2.5787,-2.2742,-2.0839,-2.2023,-2.2949,-2.6197,-2.8773,-2.8853,-2.6327,-2.193,-1.6001,-1.0847,-0.57536,-0.19694,0.55003,1.3251,0.9611,0.44763,-0.1272,-0.3566,-0.54574,-2.5647,-2.808,-2.8387,-2.7932,-2.1898,-0.49546,0.46892,0.59904,0.57784,0.72477,0.81575,0.96113,1.2154,1.8508,2.877,3.4594,3.1979,3.006,3.0198,3.0658,3.2271,3.1791,3.3466,3.6301,3.5526,3.7277,4.1457,4.6013,4.8789,4.6592,4.4569,4.3883,4.3315,4.3933,4.2929,4.3728,4.5694,4.6014,4.701,4.6131,4.7332,4.8153,4.6729,4.7762,4.8908,4.9245,4.9228,5.1325,5.3589
-1.9828,-1.3482,0.58218,-1.1488,-1.11,-1.0913,-1.168,2.4508,2.2796,2.0262,1.9076,1.868,1.9151,1.8178,1.8179,1.5391,1.1608,0.82581,0.40383,0.21771,0.13216,0.028904,-0.042721,-0.10198,-0.20103,-0.34325,-0.43122,-0.48499,-0.59308,-0.75282,-0.97202,-0.95826,-1.0284,-1.2331,-1.4227,-1.3463,-1.6234,-1.7598,-1.5212,-1.3793,-1.3175,-1.2633,-0.97534,-1.0455,-1.0471,-0.99744,-0.98256,-0.74576,-0.87442,-0.91125,-0.799,-0.46604,-0.68086,-1.0821,-1.39,-1.9037,-1.5342,-1.0719,-0.96186,-1.0078,-0.98923,-0.96973,-0.94625,-0.99322,-1.0448,-1.0401,-1.0882,-1.1826,-1.2015,-1.2372,-1.2675,-1.3087,-1.315,-1.2947,-1.3006,-1.2556,-1.2209,-1.2049,-1.1334,-1.1245,-1.1092,-1.1732,-1.0508,-1.0028,-1.0911,-0.9706,-0.92492,-0.93409,-0.91252,-0.8482,-0.83649,-0.81586,-0.81977,-0.80431,-0.7598,-0.74162,-0.70259,-0.721,-0.7369,-0.76546
-1.9375,0.25401,-0.16863,-0.59048,-0.50467,-0.23898,-0.2857,0.62486,0.56777,0.74269,0.91341,1.1943,1.3457,1.612,2.0782,2.1733,1.8626,1.2342,1.0111,0.8309,0.73866,0.6281,0.40498,0.38517,0.63442,0.23101,0.4027,0.6015,1.0436,0.54828,0.93794,0.47632,0.18133,0.78596,-0.15825,-0.0072108,-0.66597,-0.77509,-1.5501,-1.7001,-1.1604,-1.7417,-1.1982,-1.74,-1.5082,-1.8264,-1.5415,-1.685,-1.8864,-1.7598,-1.1273,0.42938,0.62378,0.4269,-0.22234,-1.2641,-1.4819,-1.6065,-1.4112,-1.5532,-1.7635,-1.7288,-1.2884,-1.2796,-1.4493,-1.4611,-1.1041,-1.5215,-1.3716,-1.3775,-1.3213,-1.3286,-1.2369,-1.1033,-1.2013,-1.2532,-1.254,-1.1127,-0.98726,-1.1372,-0.99508,-0.86182,-1.0424,-1.0332,-0.96427,-1.049,-0.89748,-0.74753,-0.83786,-0.62844,-0.94222,-1.0045,-0.75694,-0.75394,-0.6556,-0.72049,-0.77379,-0.75582,-0.57495,-0.77069
-1.9354,-1.1627,-0.12043,-0.6215,-0.6132,-0.57137,-0.51187,0.15781,0.14858,0.079716,0.097484,0.095723,-0.035929,0.034293,-0.10164,-0.046124,0.19421,0.16857,0.3236,0.43878,0.46596,0.49807,0.45614,0.41492,0.4543,0.38228,0.51201,0.50314,0.28234,0.48772,0.54833,0.50919,0.22731,0.17103,0.51868,0.96188,0.43596,0.48003,0.29809,0.25641,0.19965,0.099032,0.55442,-0.011754,0.049006,-0.10616,-0.26096,0.00083034,-0.18404,-0.21013,-0.03775,0.10714,0.41689,0.4982,0.58844,0.231,0.14694,0.04422,0.071831,0.034765,-0.15641,-0.17137,-0.2689,-0.28186,-0.44007,-0.49859,-0.33308,-0.47072,-0.62439,-0.55179,-0.57815,-0.60441,-0.69695,-0.59956,-0.56118,-0.62958,-0.60563,-0.50953,-0.61295,-0.63799,-0.50039,-0.59832,-0.60754,-0.56271,-0.54575,-0.52879,-0.59414,-0.52136,-0.49809,-0.46807,-0.4539,-0.48866,-0.51265,-0.39724,-0.50426,-0.49523,-0.56324,-0.48918,-0.41963,-0.4751
-1.9337,-1.1538,-0.14152,-0.19067,0.024365,-0.55149,-0.58167,-1.4205,-1.3591,-1.5015,-1.6184,-1.7535,-1.7187,-1.7145,-1.748,-1.293,-0.73915,-0.04903,0.40158,0.71252,1.0196,1.1939,1.3118,1.2057,1.1481,1.2048,1.263,1.1124,1.0365,1.217,1.3037,1.5434,1.4956,1.2884,1.356,1.6843,1.652,1.7573,0.93526,0.79066,0.66018,0.86737,0.83769,0.29859,0.37197,0.2461,0.57668,0.33361,0.11514,0.3123,0.1988,1.2576,1.3983,1.6462,1.236,1.3207,1.1227,0.29092,0.42201,0.40911,0.25644,0.2522,0.0053651,0.048221,0.020934,-0.054809,-0.19593,-0.17141,0.034113,0.064318,-0.0011839,0.1557,0.11317,0.10112,0.10063,0.18073,0.28175,0.22591,0.033704,0.054128,0.1119,0.13121,0.1893,0.0085732,0.049239,0.081716,0.1006,0.087633,-0.13131,-0.16025,-0.029295,-0.14291,-0.21007,-0.10839,-0.13691,-0.11684,-0.12818,-0.23074,-0.24475,-0.08572
-1.9257,-1.1391,-0.12525,-0.5181,-0.5708,-0.44637,-0.53979,2.2371,2.2374,2.1365,2.1467,2.2159,2.1554,2.102,2.0042,1.6538,1.1136,1.023,0.55475,0.32627,0.27003,-0.031966,-0.059642,-0.12447,-0.33986,-0.3387,-0.59888,-0.48539,-0.57087,-0.79172,-0.85973,-1.0558,-1.1628,-1.3573,-1.5291,-1.7735,-1.8573,-1.39,-1.3372,-1.1986,-2.3426,-1.4802,-0.91126,-0.7601,-1.0141,-0.87899,-0.84894,-0.83426,-1.0898,-1.0601,-0.82142,-0.62416,-0.75095,-1.0362,-1.4992,-1.7897,-1.3691,-1.3039,-1.295,-1.1236,-0.96879,-0.83901,-1.0574,-1.062,-1.2798,-1.1928,-1.0729,-1.2712,-1.2402,-1.3394,-1.3694,-1.4116,-1.0591,-1.4396,-1.4587,-1.2418,-1.3526,-1.2343,-1.2476,-1.105,-1.2588,-1.3123,-1.0301,-0.9668,-0.94707,-1.0828,-1.1256,-0.95515,-1.0356,-0.9123,-0.76599,-0.90207,-0.95804,-0.84404,-0.7049,-0.74905,-0.87161,-0.69653,-0.74143,-0.93876
-1.9101,-1.5604,-0.17406,-0.55601,-0.54028,-0.46342,-0.44485,-0.92732,-0.88687,-0.81962,-0.61269,-0.35829,-0.10659,0.088671,0.60855,0.80133,0.89696,1.1138,0.94639,0.82533,0.83547,0.78168,0.84768,0.85167,0.93063,0.86424,0.85006,0.89724,0.93366,1.127,1.2366,1.3574,1.2538,1.4497,1.3753,0.86072,0.13959,0.11979,-0.54959,-0.63212,-1.3393,-1.4354,-1.285,-1.6019,-1.4741,-1.2577,-1.3804,-1.1792,-1.2568,-1.2532,-1.4037,0.96389,1.0548,1.124,0.80539,0.014421,-1.04,-1.3905,-1.1696,-1.0383,-1.1088,-0.89662,-0.78961,-0.85724,-0.7185,-0.47489,-0.42842,-0.34546,-0.38099,-0.20558,-0.19844,-0.20755,-0.37982,-0.28657,-0.22746,-0.13139,-0.16894,-0.037438,-0.060099,-0.080323,-0.067888,-0.16454,-0.10441,-0.171,-0.15237,-0.20138,-0.23897,-0.19832,-0.20585,-0.24064,-0.21701,-0.26024,-0.26946,-0.24483,-0.21278,-0.17846,-0.21458,-0.22091,-0.15529,-0.19224
-1.908,0.33902,0.3532,-1.2626,-1.188,-1.0288,-1.0284,0.71054,0.78269,0.84108,0.8922,0.92463,0.90158,0.84365,0.75008,0.71622,0.4802,0.24623,0.082521,0.043775,0.12844,0.085245,0.0094274,-0.026933,-0.14633,-0.1994,-0.28807,-0.28772,-0.25714,-0.30885,-0.3336,-0.38657,-0.54016,-0.53637,-0.7467,-0.58042,-0.64791,-0.7172,-0.6542,-0.55936,-0.0087656,-0.14878,-0.10418,-0.23199,0.040494,0.036347,0.097956,0.34147,0.23395,0.014136,0.10185,-0.18476,-0.21934,-0.35823,-0.73219,-0.72805,-0.50565,-0.10126,0.012785,0.049028,-0.083702,-0.14991,-0.15394,-0.2702,-0.29983,-0.32701,-0.43347,-0.39272,-0.62751,-0.69499,-0.65989,-0.60962,-0.60758,-0.65466,-0.57369,-0.6436,-0.59454,-0.54201,-0.63301,-0.57916,-0.48659,-0.46708,-0.46761,-0.46168,-0.48653,-0.4847,-0.55231,-0.48992,-0.45819,-0.46328,-0.49952,-0.57035,-0.49534,-0.57402,-0.57864,-0.55338,-0.51934,-0.52583,-0.52016,-0.47215
-1.9045,-1.0953,4.3121,-1.1385,-1.4051,-1.3413,-1.397,2.74,2.3079,1.9852,1.9523,1.8979,1.8939,1.875,1.6943,1.4548,0.96002,0.64865,0.37433,0.2311,0.097992,-0.063227,-0.15545,-0.11287,-0.21018,-0.40192,-0.45432,-0.59084,-0.78297,-0.79852,-0.89089,-1.0873,-1.3079,-1.2254,-1.567,-1.692,-1.6801,-1.6957,-1.7067,-1.5426,-1.2977,-1.1175,-1.0404,-0.96294,-0.90665,-0.87574,-0.85949,-0.83199,-0.82611,-0.78967,-0.79706,-0.42752,-0.81033,-1.1947,-1.6375,-1.9756,-1.5121,-1.2217,-1.0518,-0.92503,-0.88764,-0.89418,-0.86832,-0.8937,-0.95772,-0.95778,-0.99913,-1.1071,-1.1389,-1.1449,-1.1857,-1.215,-1.2051,-1.213,-1.2194,-1.1872,-1.1741,-1.1435,-1.1096,-1.0856,-1.0854,-1.0568,-1.0297,-1.0304,-1.022,-0.98123,-0.94003,-0.89843,-0.87787,-0.84428,-0.81683,-0.79981,-0.78892,-0.75588,-0.75649,-0.7507,-0.72852,-0.70133,-0.70879,-0.7786
