-0.3424,0.33085,0.71278,-0.046894,0.011564,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,0.11407,-0.31202,-0.17491,-0.19009,0.086162,-0.3211,2.081,0.15089,-0.16787,0.12512,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,0.62394,-0.30832,-0.10304,-0.045242,0.045293,-0.0087232
-0.3424,0.3231,-0.5567,-0.046894,1.9,0.78189,-0.29176,-0.26253,0.78938,-0.37132,-0.29683,0.10247,-0.31202,-0.17491,4.7163,0.46156,0.37701,5.6395,0.31423,-0.16787,0.91625,-0.11816,0.59481,1.2103,-0.32878,-0.29921,-0.22787,0.34379,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,4.3587,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,0.50293,-0.15518,-0.26245,1.7089,-0.10304,-0.053027,0.19923,-0.16045
-0.3424,0.20687,0.39541,-0.046894,0.24948,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,0.49704,-0.31202,-0.17491,-0.19009,0.27992,-0.3211,1.4785,-0.11383,-0.16787,0.13344,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.21834,-0.15518,0.85075,-0.30832,-0.10304,-0.065917,0.045293,-0.16045
-0.3424,0.15263,2.736,-0.046894,0.14539,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.15284,-0.31202,-0.17491,-0.19009,0.19515,-0.3211,1.2149,0.23537,-0.16787,0.36662,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.10752,-0.19737,-0.07138,-0.11153,-0.15844,-0.26273,-0.15518,0.58961,-0.30832,-0.10304,-0.042248,0.35316,0.0028213
-0.3424,1.3226,-0.5567,-0.046894,2.3907,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,1.5995,-0.31202,-0.17491,-0.19009,-0.30135,-0.3211,-0.34784,0.14526,-0.16787,2.5235,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.32988,-0.30832,-0.10304,-0.076948,-0.20613,-0.41278
2.0482,0.11389,0.8913,-0.046894,-0.46426,2.3157,1.5731,2.4801,0.96883,0.18703,-0.29683,-0.21087,-0.31202,-0.17491,-0.19009,1.0307,0.48961,0.32997,0.30296,4.1478,1.1577,-0.11816,4.9341,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.10368,-0.15518,0.28311,1.046,-0.10304,-0.060906,-0.11377,-0.17694
-0.3424,-0.16505,1.9426,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,2.3074,-0.31202,-0.17491,-0.19009,-0.30135,-0.3211,-0.34784,0.48883,-0.16787,3.5395,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.32988,-0.30832,-0.10304,-0.048835,-0.22665,-0.3831
-0.3424,0.18363,0.3359,-0.046894,0.20487,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.10642,-0.31202,-0.17491,-0.19009,0.24359,-0.3211,1.3655,-0.17015,-0.16787,0.45822,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,1.5103,-0.30832,-0.10304,-0.076097,0.045293,-0.13736
-0.3424,0.098394,-0.5567,-0.046894,0.54687,-0.35023,1.4454,-0.26253,-0.32327,0.15601,1.3901,-0.62864,-0.31202,-0.17491,-0.19009,0.11038,-0.3211,2.2128,0.9901,-0.16787,1.5991,-0.11816,-0.29018,-0.21297,-0.12535,0.084126,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,0.43671,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.27103,-0.11311,-0.10304,-0.11915,-0.19074,-0.30888
-0.3424,-0.16505,-0.5567,-0.046894,1.4093,-0.35023,6.1715,2.879,4.1991,1.5829,5.9549,0.83358,-0.31202,-0.17491,-0.19009,-0.30135,11.074,-0.34784,0.48883,2.3038,2.4819,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,0.32848,-0.30832,-0.10304,2.1213,1.2049,0.011067
-0.3424,0.15263,-0.15999,-0.046894,2.019,0.38017,0.21917,-0.26253,-0.32327,1.2417,0.69551,-0.62864,0.35235,-0.17491,-0.19009,0.70375,0.12929,-0.34784,0.24101,-0.16787,-0.15803,-0.11816,1.4798,-0.21297,-0.32878,-0.29921,-0.22787,-0.2318,-0.16671,-0.22522,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.10752,0.48312,-0.07138,0.58842,-0.15844,-0.51425,-0.15518,-0.16805,-0.30832,-0.10304,-0.11162,-0.19074,-0.17859
